0material_id,material_name,category,route,recycling_rate,energy_MJ_per_kg,carbon_kgCO2_per_kg,scrap_recovery_rate,mci,transport_km,renewable_share
cu_c101_primary,Copper C101,Copper,primary,0.14,82.43,4.64,0.72,0.1,880,0.37
cu_c101_primary,Copper C101,Copper,primary,0.04,73.45,4.06,0.73,0.03,216,0.27
cu_c101_primary,Copper C101,Copper,primary,0.02,73.47,4.02,0.77,0.02,881,0.48
cu_c101_primary,Copper C101,Copper,primary,0.07,83.05,4.89,0.74,0.05,696,0.33
cu_c101_primary,Copper C101,Copper,primary,0.11,84.81,4.78,0.77,0.09,736,0.38
cu_c101_primary,Copper C101,Copper,primary,0.06,71.93,3.77,0.73,0.05,772,0.51
cu_c101_primary,Copper C101,Copper,primary,0.13,80.91,4.3,0.73,0.09,414,0.39
cu_c101_primary,Copper C101,Copper,primary,0.03,83.04,4.47,0.73,0.02,480,0.4
cu_c101_primary,Copper C101,Copper,primary,0.11,81.45,4.14,0.73,0.08,598,0.28
cu_c101_primary,Copper C101,Copper,primary,0.15,76.86,4.44,0.72,0.11,499,0.53
cu_c101_primary,Copper C101,Copper,primary,0.03,81.94,4.24,0.75,0.02,993,0.2
cu_c101_primary,Copper C101,Copper,primary,0.03,74.86,4.0,0.71,0.02,308,0.3
cu_c101_primary,Copper C101,Copper,primary,0.04,75.57,4.2,0.71,0.03,251,0.51
cu_c101_primary,Copper C101,Copper,primary,0.04,78.19,4.38,0.73,0.03,242,0.51
cu_c101_primary,Copper C101,Copper,primary,0.07,83.51,4.98,0.77,0.06,378,0.31
cu_c101_primary,Copper C101,Copper,primary,0.15,71.71,4.24,0.77,0.11,201,0.48
cu_c101_primary,Copper C101,Copper,primary,0.14,76.78,3.89,0.79,0.11,707,0.3
cu_c101_primary,Copper C101,Copper,primary,0.07,76.15,4.01,0.79,0.05,729,0.31
cu_c101_primary,Copper C101,Copper,primary,0.09,77.35,4.43,0.72,0.06,697,0.49
cu_c101_primary,Copper C101,Copper,primary,0.09,84.1,4.26,0.72,0.06,221,0.26
cu_c101_primary,Copper C101,Copper,primary,0.08,73.42,4.04,0.76,0.06,582,0.58
cu_c101_primary,Copper C101,Copper,primary,0.1,84.16,4.49,0.73,0.07,420,0.58
cu_c101_primary,Copper C101,Copper,primary,0.12,79.27,4.6,0.79,0.09,939,0.43
cu_c101_primary,Copper C101,Copper,primary,0.13,83.19,4.64,0.7,0.09,986,0.26
cu_c101_primary,Copper C101,Copper,primary,0.15,79.38,4.03,0.78,0.12,836,0.55
cu_c101_primary,Copper C101,Copper,primary,0.09,76.52,3.88,0.78,0.07,248,0.26
cu_c101_primary,Copper C101,Copper,primary,0.1,84.27,4.24,0.74,0.07,540,0.42
cu_c101_primary,Copper C101,Copper,primary,0.12,75.92,4.32,0.77,0.09,413,0.23
cu_c101_primary,Copper C101,Copper,primary,0.06,80.99,4.2,0.78,0.04,423,0.52
cu_c101_primary,Copper C101,Copper,primary,0.05,78.5,4.03,0.77,0.04,790,0.31
cu_c101_primary,Copper C101,Copper,primary,0.04,83.15,4.17,0.73,0.03,501,0.48
cu_c101_primary,Copper C101,Copper,primary,0.15,81.93,4.59,0.74,0.11,278,0.17
cu_c101_primary,Copper C101,Copper,primary,0.09,75.09,4.28,0.78,0.07,683,0.2
cu_c101_primary,Copper C101,Copper,primary,0.03,76.93,4.02,0.78,0.02,330,0.17
cu_c101_primary,Copper C101,Copper,primary,0.14,72.44,4.25,0.79,0.11,767,0.3
cu_c101_primary,Copper C101,Copper,primary,0.07,79.76,4.52,0.75,0.06,662,0.3
cu_c101_primary,Copper C101,Copper,primary,0.09,75.24,3.79,0.72,0.06,801,0.15
cu_c101_primary,Copper C101,Copper,primary,0.03,84.47,4.7,0.78,0.03,666,0.57
cu_c101_primary,Copper C101,Copper,primary,0.1,76.96,3.91,0.75,0.08,841,0.34
cu_c101_primary,Copper C101,Copper,primary,0.11,82.23,4.44,0.79,0.09,726,0.42
cu_c101_primary,Copper C101,Copper,primary,0.1,82.59,4.23,0.79,0.08,373,0.51
cu_c101_primary,Copper C101,Copper,primary,0.09,79.72,4.09,0.76,0.07,954,0.3
cu_c101_primary,Copper C101,Copper,primary,0.13,72.71,3.68,0.8,0.1,759,0.28
cu_c101_primary,Copper C101,Copper,primary,0.05,70.34,3.7,0.74,0.04,798,0.5
cu_c101_primary,Copper C101,Copper,primary,0.1,70.85,3.63,0.74,0.07,357,0.59
cu_c101_primary,Copper C101,Copper,primary,0.03,74.45,4.15,0.75,0.02,806,0.23
cu_c101_primary,Copper C101,Copper,primary,0.08,76.71,4.31,0.79,0.06,339,0.2
cu_c101_primary,Copper C101,Copper,primary,0.03,76.9,4.34,0.71,0.02,212,0.33
cu_c101_primary,Copper C101,Copper,primary,0.14,79.14,4.47,0.74,0.1,396,0.29
cu_c101_primary,Copper C101,Copper,primary,0.11,80.69,4.16,0.79,0.08,887,0.16
cu_c101_primary,Copper C101,Copper,primary,0.09,82.55,4.37,0.72,0.07,204,0.17
cu_c101_primary,Copper C101,Copper,primary,0.09,75.88,4.39,0.74,0.07,284,0.39
cu_c101_primary,Copper C101,Copper,primary,0.12,76.89,4.39,0.79,0.09,993,0.45
cu_c101_primary,Copper C101,Copper,primary,0.08,78.84,4.67,0.79,0.07,560,0.45
cu_c101_primary,Copper C101,Copper,primary,0.03,80.77,4.41,0.72,0.02,315,0.46
cu_c101_primary,Copper C101,Copper,primary,0.04,72.12,3.72,0.78,0.03,669,0.32
cu_c101_primary,Copper C101,Copper,primary,0.12,76.36,4.35,0.79,0.09,210,0.24
cu_c101_primary,Copper C101,Copper,primary,0.15,76.46,3.9,0.78,0.12,563,0.56
cu_c101_primary,Copper C101,Copper,primary,0.15,80.73,4.29,0.74,0.11,400,0.16
cu_c101_primary,Copper C101,Copper,primary,0.06,79.56,4.48,0.72,0.04,344,0.51
cu_c101_primary,Copper C101,Copper,primary,0.1,84.29,4.75,0.76,0.07,273,0.18
cu_c101_primary,Copper C101,Copper,primary,0.07,73.71,4.08,0.79,0.06,943,0.26
cu_c101_primary,Copper C101,Copper,primary,0.12,76.29,3.89,0.75,0.09,637,0.57
cu_c101_primary,Copper C101,Copper,primary,0.04,70.36,4.2,0.72,0.03,960,0.2
cu_c101_primary,Copper C101,Copper,primary,0.09,73.67,4.17,0.73,0.06,448,0.26
cu_c101_primary,Copper C101,Copper,primary,0.14,77.41,4.23,0.73,0.1,528,0.23
cu_c101_primary,Copper C101,Copper,primary,0.06,75.23,4.22,0.74,0.05,807,0.23
cu_c101_primary,Copper C101,Copper,primary,0.03,80.76,4.36,0.74,0.02,780,0.52
cu_c101_primary,Copper C101,Copper,primary,0.09,70.98,3.6,0.77,0.07,976,0.5
cu_c101_primary,Copper C101,Copper,primary,0.15,78.79,3.94,0.72,0.11,266,0.15
cu_c101_primary,Copper C101,Copper,primary,0.05,74.02,4.14,0.77,0.04,960,0.48
cu_c101_primary,Copper C101,Copper,primary,0.03,76.16,4.28,0.72,0.02,631,0.22
cu_c101_primary,Copper C101,Copper,primary,0.14,80.25,4.21,0.74,0.1,833,0.19
cu_c101_primary,Copper C101,Copper,primary,0.04,81.02,4.06,0.71,0.03,319,0.32
cu_c101_primary,Copper C101,Copper,primary,0.1,83.75,4.54,0.74,0.07,493,0.35
cu_c101_primary,Copper C101,Copper,primary,0.12,75.94,4.36,0.77,0.09,755,0.16
cu_c101_primary,Copper C101,Copper,primary,0.12,77.0,4.32,0.75,0.09,629,0.56
cu_c101_primary,Copper C101,Copper,primary,0.14,80.76,4.27,0.77,0.11,455,0.29
cu_c101_primary,Copper C101,Copper,primary,0.14,71.86,3.87,0.74,0.1,901,0.38
cu_c101_primary,Copper C101,Copper,primary,0.14,70.3,3.9,0.79,0.11,620,0.42
cu_c101_primary,Copper C101,Copper,primary,0.08,76.95,4.21,0.76,0.06,843,0.23
cu_c101_primary,Copper C101,Copper,primary,0.14,84.72,5.02,0.75,0.11,279,0.15
cu_c101_primary,Copper C101,Copper,primary,0.09,81.98,4.52,0.77,0.07,721,0.36
cu_c101_primary,Copper C101,Copper,primary,0.14,84.06,4.32,0.75,0.1,635,0.5
cu_c101_primary,Copper C101,Copper,primary,0.07,70.95,3.85,0.72,0.05,356,0.18
cu_c101_primary,Copper C101,Copper,primary,0.03,81.84,4.69,0.73,0.02,788,0.17
cu_c101_primary,Copper C101,Copper,primary,0.03,75.27,4.29,0.76,0.02,735,0.51
cu_c101_primary,Copper C101,Copper,primary,0.09,77.71,3.93,0.76,0.07,572,0.34
cu_c101_primary,Copper C101,Copper,primary,0.15,78.19,3.94,0.77,0.11,850,0.36
cu_c101_primary,Copper C101,Copper,primary,0.04,71.52,3.76,0.7,0.03,602,0.41
cu_c101_primary,Copper C101,Copper,primary,0.05,81.13,4.2,0.72,0.04,729,0.31
cu_c101_primary,Copper C101,Copper,primary,0.1,81.42,4.35,0.72,0.07,559,0.55
cu_c101_primary,Copper C101,Copper,primary,0.13,71.51,3.64,0.78,0.1,311,0.29
cu_c101_primary,Copper C101,Copper,primary,0.12,73.51,3.75,0.75,0.09,461,0.45
cu_c101_primary,Copper C101,Copper,primary,0.03,71.94,4.31,0.77,0.02,442,0.59
cu_c101_primary,Copper C101,Copper,primary,0.06,71.03,4.1,0.74,0.04,882,0.21
cu_c101_primary,Copper C101,Copper,primary,0.08,84.31,4.92,0.75,0.06,924,0.31
cu_c101_primary,Copper C101,Copper,primary,0.03,82.9,4.46,0.77,0.02,770,0.22
cu_c101_primary,Copper C101,Copper,primary,0.1,76.68,4.27,0.71,0.07,571,0.54
cu_c101_primary,Copper C101,Copper,primary,0.06,83.11,4.45,0.73,0.04,376,0.22
cu_c101_primary,Copper C101,Copper,primary,0.12,82.22,4.44,0.74,0.09,295,0.42
cu_c101_primary,Copper C101,Copper,primary,0.15,84.05,4.71,0.79,0.12,652,0.57
cu_c101_primary,Copper C101,Copper,primary,0.08,70.6,4.14,0.76,0.06,832,0.21
cu_c101_primary,Copper C101,Copper,primary,0.08,77.72,4.4,0.79,0.07,435,0.17
cu_c101_primary,Copper C101,Copper,primary,0.06,76.89,4.05,0.71,0.05,739,0.16
cu_c101_primary,Copper C101,Copper,primary,0.05,83.37,4.49,0.72,0.04,851,0.57
cu_c101_primary,Copper C101,Copper,primary,0.08,82.27,4.21,0.71,0.05,749,0.38
cu_c101_primary,Copper C101,Copper,primary,0.11,77.63,4.08,0.77,0.09,663,0.21
cu_c101_primary,Copper C101,Copper,primary,0.03,82.9,4.34,0.73,0.02,347,0.38
cu_c101_primary,Copper C101,Copper,primary,0.1,70.47,3.98,0.79,0.08,211,0.18
cu_c101_primary,Copper C101,Copper,primary,0.12,72.01,4.16,0.79,0.09,793,0.55
cu_c101_primary,Copper C101,Copper,primary,0.08,70.04,3.85,0.79,0.07,858,0.34
cu_c101_primary,Copper C101,Copper,primary,0.07,81.71,4.22,0.75,0.05,719,0.29
cu_c101_primary,Copper C101,Copper,primary,0.09,70.5,4.19,0.79,0.07,393,0.49
cu_c101_primary,Copper C101,Copper,primary,0.05,83.64,4.53,0.8,0.04,783,0.2
cu_c101_primary,Copper C101,Copper,primary,0.04,78.72,4.39,0.75,0.03,560,0.49
cu_c101_primary,Copper C101,Copper,primary,0.1,74.17,3.98,0.76,0.07,924,0.51
cu_c101_primary,Copper C101,Copper,primary,0.12,76.6,3.98,0.75,0.09,977,0.27
cu_c101_primary,Copper C101,Copper,primary,0.05,76.43,4.05,0.79,0.04,310,0.17
cu_c101_primary,Copper C101,Copper,primary,0.02,83.76,4.37,0.73,0.02,257,0.37
cu_c101_primary,Copper C101,Copper,primary,0.15,84.86,4.45,0.74,0.11,422,0.6
cu_c101_primary,Copper C101,Copper,primary,0.05,75.98,4.35,0.77,0.04,280,0.46
cu_c101_primary,Copper C101,Copper,primary,0.15,77.83,4.5,0.74,0.11,662,0.53
cu_c101_primary,Copper C101,Copper,primary,0.09,78.83,4.52,0.78,0.07,563,0.18
cu_c101_primary,Copper C101,Copper,primary,0.07,78.49,4.29,0.71,0.05,712,0.43
cu_c101_primary,Copper C101,Copper,primary,0.14,79.25,4.21,0.79,0.11,892,0.42
cu_c101_primary,Copper C101,Copper,primary,0.15,73.82,4.43,0.79,0.12,449,0.54
cu_c101_primary,Copper C101,Copper,primary,0.13,77.13,4.08,0.71,0.09,827,0.49
cu_c101_primary,Copper C101,Copper,primary,0.02,72.63,3.85,0.75,0.02,323,0.3
cu_c101_primary,Copper C101,Copper,primary,0.1,75.78,4.32,0.7,0.07,497,0.45
cu_c101_primary,Copper C101,Copper,primary,0.09,78.8,4.36,0.72,0.07,425,0.35
cu_c101_primary,Copper C101,Copper,primary,0.05,84.95,4.69,0.8,0.04,251,0.52
cu_c101_primary,Copper C101,Copper,primary,0.03,73.03,3.88,0.72,0.02,647,0.43
cu_c101_primary,Copper C101,Copper,primary,0.03,76.45,3.84,0.76,0.02,410,0.37
cu_c101_primary,Copper C101,Copper,primary,0.05,84.69,4.53,0.76,0.04,821,0.58
cu_c101_primary,Copper C101,Copper,primary,0.11,73.72,3.84,0.7,0.08,883,0.21
cu_c101_primary,Copper C101,Copper,primary,0.12,74.27,4.09,0.77,0.09,259,0.51
cu_c101_primary,Copper C101,Copper,primary,0.05,81.04,4.51,0.78,0.04,432,0.15
cu_c101_primary,Copper C101,Copper,primary,0.11,71.88,3.81,0.76,0.08,845,0.22
cu_c101_primary,Copper C101,Copper,primary,0.04,83.3,4.46,0.77,0.03,755,0.25
cu_c101_primary,Copper C101,Copper,primary,0.15,70.62,3.67,0.75,0.11,846,0.22
cu_c101_primary,Copper C101,Copper,primary,0.02,80.87,4.58,0.71,0.02,495,0.3
cu_c101_primary,Copper C101,Copper,primary,0.15,74.41,4.08,0.73,0.11,832,0.44
cu_c101_primary,Copper C101,Copper,primary,0.13,77.21,4.48,0.75,0.1,580,0.56
cu_c101_primary,Copper C101,Copper,primary,0.14,79.62,4.73,0.76,0.1,204,0.6
cu_c101_primary,Copper C101,Copper,primary,0.09,76.53,3.94,0.72,0.06,835,0.21
cu_c101_primary,Copper C101,Copper,primary,0.04,84.56,4.95,0.73,0.03,739,0.52
cu_c101_primary,Copper C101,Copper,primary,0.13,82.01,4.82,0.75,0.1,215,0.2
cu_c101_primary,Copper C101,Copper,primary,0.13,72.94,3.77,0.75,0.1,398,0.4
cu_c101_primary,Copper C101,Copper,primary,0.1,70.48,4.07,0.73,0.07,910,0.59
cu_c101_primary,Copper C101,Copper,primary,0.1,75.16,4.26,0.71,0.07,844,0.31
cu_c101_primary,Copper C101,Copper,primary,0.09,77.32,3.92,0.76,0.07,774,0.4
cu_c101_primary,Copper C101,Copper,primary,0.03,71.88,4.29,0.77,0.03,394,0.24
cu_c101_primary,Copper C101,Copper,primary,0.02,79.24,4.38,0.74,0.02,876,0.46
cu_c101_primary,Copper C101,Copper,primary,0.12,75.14,4.03,0.75,0.09,367,0.25
cu_c101_primary,Copper C101,Copper,primary,0.05,78.26,4.52,0.79,0.04,945,0.32
cu_c101_primary,Copper C101,Copper,primary,0.02,82.63,4.54,0.71,0.01,900,0.23
cu_c101_primary,Copper C101,Copper,primary,0.03,81.07,4.51,0.79,0.02,587,0.44
cu_c101_primary,Copper C101,Copper,primary,0.12,76.57,4.21,0.75,0.09,454,0.57
cu_c101_primary,Copper C101,Copper,primary,0.11,76.33,4.26,0.72,0.08,614,0.48
cu_c101_primary,Copper C101,Copper,primary,0.14,83.15,4.23,0.78,0.11,962,0.23
cu_c101_primary,Copper C101,Copper,primary,0.11,78.16,4.56,0.74,0.09,618,0.42
cu_c101_primary,Copper C101,Copper,primary,0.08,71.7,3.82,0.76,0.06,660,0.25
cu_c101_primary,Copper C101,Copper,primary,0.13,76.44,4.33,0.76,0.1,483,0.36
cu_c101_primary,Copper C101,Copper,primary,0.08,71.78,4.15,0.77,0.06,796,0.59
cu_c101_primary,Copper C101,Copper,primary,0.03,75.72,4.06,0.76,0.02,805,0.45
cu_c101_primary,Copper C101,Copper,primary,0.12,78.46,4.09,0.76,0.09,985,0.17
cu_c101_primary,Copper C101,Copper,primary,0.04,79.36,4.06,0.76,0.03,659,0.53
cu_c101_primary,Copper C101,Copper,primary,0.04,82.92,4.76,0.74,0.03,600,0.39
cu_c101_primary,Copper C101,Copper,primary,0.05,73.61,3.99,0.71,0.03,431,0.53
cu_c101_primary,Copper C101,Copper,primary,0.06,74.88,4.4,0.75,0.05,958,0.56
cu_c101_primary,Copper C101,Copper,primary,0.05,75.61,4.4,0.71,0.04,236,0.51
cu_c101_primary,Copper C101,Copper,primary,0.05,77.24,4.02,0.79,0.04,476,0.42
cu_c101_primary,Copper C101,Copper,primary,0.08,72.78,4.31,0.73,0.06,895,0.49
cu_c101_primary,Copper C101,Copper,primary,0.07,79.06,4.71,0.76,0.05,345,0.3
cu_c101_primary,Copper C101,Copper,primary,0.11,72.94,3.75,0.8,0.08,917,0.41
cu_c101_primary,Copper C101,Copper,primary,0.07,82.96,4.9,0.78,0.05,874,0.38
cu_c101_primary,Copper C101,Copper,primary,0.12,76.49,4.57,0.78,0.09,991,0.33
cu_c101_primary,Copper C101,Copper,primary,0.05,76.83,4.43,0.78,0.04,375,0.39
cu_c101_primary,Copper C101,Copper,primary,0.14,76.85,4.08,0.75,0.1,227,0.45
cu_c101_primary,Copper C101,Copper,primary,0.13,71.96,3.78,0.77,0.1,266,0.29
cu_c101_primary,Copper C101,Copper,primary,0.13,84.52,4.49,0.76,0.1,690,0.35
cu_c101_primary,Copper C101,Copper,primary,0.13,71.68,4.23,0.79,0.11,603,0.46
cu_c101_primary,Copper C101,Copper,primary,0.08,78.16,4.33,0.77,0.06,297,0.18
cu_c101_primary,Copper C101,Copper,primary,0.11,72.44,3.78,0.79,0.08,491,0.18
cu_c101_primary,Copper C101,Copper,primary,0.03,74.2,4.44,0.7,0.02,416,0.46
cu_c101_primary,Copper C101,Copper,primary,0.06,71.24,4.25,0.72,0.05,660,0.56
cu_c101_primary,Copper C101,Copper,primary,0.09,75.04,3.82,0.72,0.07,512,0.36
cu_c101_primary,Copper C101,Copper,primary,0.03,79.63,4.33,0.78,0.02,512,0.56
cu_c101_primary,Copper C101,Copper,primary,0.09,78.71,4.37,0.77,0.07,451,0.43
cu_c101_primary,Copper C101,Copper,primary,0.03,74.9,4.41,0.75,0.02,842,0.56
cu_c101_primary,Copper C101,Copper,primary,0.04,77.4,3.91,0.79,0.03,392,0.57
cu_c101_primary,Copper C101,Copper,primary,0.12,72.82,3.75,0.78,0.09,688,0.2
cu_c101_primary,Copper C101,Copper,primary,0.09,74.23,4.43,0.72,0.06,315,0.34
cu_c101_primary,Copper C101,Copper,primary,0.11,70.64,3.87,0.75,0.08,385,0.2
cu_c101_primary,Copper C101,Copper,primary,0.09,80.69,4.82,0.72,0.06,877,0.48
cu_c101_primary,Copper C101,Copper,primary,0.04,77.49,4.06,0.77,0.03,292,0.27
cu_c101_primary,Copper C101,Copper,primary,0.14,70.18,3.65,0.77,0.11,335,0.18
cu_c101_primary,Copper C101,Copper,primary,0.07,71.43,4.16,0.77,0.05,228,0.31
cu_c101_primary,Copper C101,Copper,primary,0.15,80.44,4.47,0.73,0.11,681,0.57
cu_c101_primary,Copper C101,Copper,primary,0.08,80.9,4.52,0.76,0.06,290,0.47
cu_c101_primary,Copper C101,Copper,primary,0.13,71.02,3.67,0.78,0.1,302,0.41
cu_c101_primary,Copper C101,Copper,primary,0.07,77.98,4.3,0.78,0.05,817,0.48
cu_c101_primary,Copper C101,Copper,primary,0.13,75.68,3.85,0.73,0.09,225,0.28
cu_c101_primary,Copper C101,Copper,primary,0.14,84.59,4.46,0.76,0.11,485,0.24
cu_c101_primary,Copper C101,Copper,primary,0.14,80.61,4.09,0.72,0.1,698,0.53
cu_c101_primary,Copper C101,Copper,primary,0.03,84.77,4.65,0.79,0.02,468,0.53
cu_c101_primary,Copper C101,Copper,primary,0.1,76.63,4.28,0.73,0.07,867,0.46
cu_c101_primary,Copper C101,Copper,primary,0.07,82.41,4.83,0.8,0.05,676,0.18
cu_c101_primary,Copper C101,Copper,primary,0.09,80.86,4.64,0.73,0.06,286,0.59
cu_c101_primary,Copper C101,Copper,primary,0.12,70.91,4.23,0.73,0.09,963,0.29
cu_c101_primary,Copper C101,Copper,primary,0.12,79.87,4.72,0.75,0.09,506,0.43
cu_c101_primary,Copper C101,Copper,primary,0.14,77.72,4.23,0.76,0.11,623,0.32
cu_c101_primary,Copper C101,Copper,primary,0.06,82.67,4.34,0.72,0.05,816,0.48
cu_c101_primary,Copper C101,Copper,primary,0.1,80.35,4.78,0.73,0.07,595,0.36
cu_c101_primary,Copper C101,Copper,primary,0.12,70.47,3.83,0.7,0.08,789,0.23
cu_c101_primary,Copper C101,Copper,primary,0.14,72.39,3.98,0.76,0.11,488,0.19
cu_c101_primary,Copper C101,Copper,primary,0.03,81.71,4.8,0.77,0.02,771,0.43
cu_c101_primary,Copper C101,Copper,primary,0.1,83.85,4.66,0.73,0.07,292,0.16
cu_c101_primary,Copper C101,Copper,primary,0.09,78.71,4.38,0.71,0.06,915,0.54
cu_c101_primary,Copper C101,Copper,primary,0.08,78.2,4.12,0.73,0.06,521,0.54
cu_c101_primary,Copper C101,Copper,primary,0.11,84.78,4.62,0.71,0.08,215,0.21
cu_c101_primary,Copper C101,Copper,primary,0.08,70.1,3.59,0.79,0.06,350,0.58
cu_c101_primary,Copper C101,Copper,primary,0.03,75.75,3.9,0.78,0.03,403,0.44
cu_c101_primary,Copper C101,Copper,primary,0.08,75.41,4.37,0.77,0.06,359,0.54
cu_c101_primary,Copper C101,Copper,primary,0.15,74.71,4.08,0.78,0.11,789,0.54
cu_c101_primary,Copper C101,Copper,primary,0.13,72.16,4.3,0.79,0.1,891,0.38
cu_c101_primary,Copper C101,Copper,primary,0.04,78.74,4.55,0.71,0.03,380,0.49
cu_c101_primary,Copper C101,Copper,primary,0.08,84.36,4.9,0.8,0.06,751,0.56
cu_c101_primary,Copper C101,Copper,primary,0.15,80.24,4.74,0.71,0.1,230,0.22
cu_c101_primary,Copper C101,Copper,primary,0.14,74.84,3.76,0.73,0.1,900,0.32
cu_c101_primary,Copper C101,Copper,primary,0.15,73.3,4.37,0.75,0.11,528,0.33
cu_c101_primary,Copper C101,Copper,primary,0.05,77.59,4.4,0.7,0.04,433,0.29
cu_c101_primary,Copper C101,Copper,primary,0.05,74.46,4.46,0.76,0.04,890,0.58
cu_c101_primary,Copper C101,Copper,primary,0.08,81.53,4.56,0.71,0.05,717,0.47
cu_c101_primary,Copper C101,Copper,primary,0.05,78.41,4.11,0.78,0.04,830,0.15
cu_c101_primary,Copper C101,Copper,primary,0.05,77.73,4.23,0.78,0.04,661,0.15
cu_c101_primary,Copper C101,Copper,primary,0.13,80.48,4.48,0.76,0.1,273,0.42
cu_c101_primary,Copper C101,Copper,primary,0.14,72.16,3.65,0.77,0.1,495,0.21
cu_c101_primary,Copper C101,Copper,primary,0.12,73.96,3.97,0.72,0.09,727,0.2
cu_c101_primary,Copper C101,Copper,primary,0.12,71.11,4.03,0.72,0.08,755,0.52
cu_c101_primary,Copper C101,Copper,primary,0.11,80.62,4.38,0.79,0.09,740,0.6
cu_c101_primary,Copper C101,Copper,primary,0.03,70.07,4.04,0.73,0.02,793,0.44
cu_c101_primary,Copper C101,Copper,primary,0.11,72.63,4.14,0.73,0.08,823,0.26
cu_c101_primary,Copper C101,Copper,primary,0.15,81.4,4.29,0.79,0.12,262,0.52
cu_c101_primary,Copper C101,Copper,primary,0.12,81.18,4.78,0.76,0.09,892,0.2
cu_c101_primary,Copper C101,Copper,primary,0.12,72.08,3.9,0.71,0.08,777,0.5
cu_c101_primary,Copper C101,Copper,primary,0.08,82.48,4.5,0.75,0.06,805,0.37
cu_c101_primary,Copper C101,Copper,primary,0.1,79.42,4.63,0.77,0.07,868,0.37
cu_c101_primary,Copper C101,Copper,primary,0.02,76.79,4.46,0.77,0.02,766,0.56
cu_c101_primary,Copper C101,Copper,primary,0.08,73.27,4.3,0.76,0.06,648,0.58
cu_c101_primary,Copper C101,Copper,primary,0.12,81.09,4.12,0.72,0.09,319,0.4
cu_c101_primary,Copper C101,Copper,primary,0.03,77.83,4.53,0.71,0.02,490,0.26
cu_c101_primary,Copper C101,Copper,primary,0.14,81.46,4.39,0.78,0.11,429,0.18
cu_c101_primary,Copper C101,Copper,primary,0.04,78.29,4.52,0.75,0.03,856,0.42
cu_c101_primary,Copper C101,Copper,primary,0.09,72.12,3.84,0.8,0.07,229,0.16
cu_c101_primary,Copper C101,Copper,primary,0.12,77.97,4.33,0.72,0.09,961,0.41
cu_c101_primary,Copper C101,Copper,primary,0.15,75.16,4.13,0.73,0.11,838,0.57
cu_c101_primary,Copper C101,Copper,primary,0.07,84.03,4.51,0.74,0.05,591,0.38
cu_c101_primary,Copper C101,Copper,primary,0.1,77.32,3.94,0.75,0.07,836,0.42
cu_c101_primary,Copper C101,Copper,primary,0.12,84.45,5.07,0.76,0.09,793,0.57
cu_c101_primary,Copper C101,Copper,primary,0.09,74.97,4.24,0.74,0.06,487,0.31
cu_c101_primary,Copper C101,Copper,primary,0.07,79.44,4.38,0.72,0.05,894,0.4
cu_c101_primary,Copper C101,Copper,primary,0.06,81.57,4.73,0.74,0.04,519,0.28
cu_c101_primary,Copper C101,Copper,primary,0.12,80.61,4.43,0.77,0.09,337,0.24
cu_c101_primary,Copper C101,Copper,primary,0.07,81.59,4.41,0.73,0.05,584,0.23
cu_c101_primary,Copper C101,Copper,primary,0.06,79.95,4.56,0.8,0.05,350,0.23
cu_c101_primary,Copper C101,Copper,primary,0.04,81.61,4.47,0.74,0.03,648,0.45
cu_c101_primary,Copper C101,Copper,primary,0.13,78.24,4.54,0.72,0.09,485,0.52
cu_c101_primary,Copper C101,Copper,primary,0.14,72.53,4.3,0.78,0.11,632,0.3
cu_c101_primary,Copper C101,Copper,primary,0.1,70.26,4.21,0.76,0.08,522,0.4
cu_c101_primary,Copper C101,Copper,primary,0.06,78.69,4.67,0.79,0.05,730,0.4
cu_c101_primary,Copper C101,Copper,primary,0.03,79.51,4.13,0.74,0.02,785,0.3
cu_c101_primary,Copper C101,Copper,primary,0.03,75.77,4.19,0.8,0.02,381,0.19
cu_c101_primary,Copper C101,Copper,primary,0.14,78.46,4.17,0.74,0.11,885,0.16
cu_c101_primary,Copper C101,Copper,primary,0.14,79.84,4.21,0.79,0.11,991,0.41
cu_c101_primary,Copper C101,Copper,primary,0.12,77.94,4.65,0.72,0.08,236,0.53
cu_c101_primary,Copper C101,Copper,primary,0.12,72.07,4.04,0.79,0.09,944,0.41
cu_c101_primary,Copper C101,Copper,primary,0.02,82.67,4.5,0.73,0.02,276,0.2
cu_c101_primary,Copper C101,Copper,primary,0.1,84.69,4.25,0.72,0.07,527,0.41
cu_c101_primary,Copper C101,Copper,primary,0.11,84.9,4.62,0.79,0.09,265,0.2
cu_c101_primary,Copper C101,Copper,primary,0.13,75.11,3.94,0.78,0.1,814,0.2
cu_c101_primary,Copper C101,Copper,primary,0.08,83.26,4.66,0.73,0.06,404,0.39
cu_c101_primary,Copper C101,Copper,primary,0.15,82.59,4.67,0.78,0.11,324,0.21
cu_c101_primary,Copper C101,Copper,primary,0.11,77.43,4.41,0.79,0.09,994,0.54
cu_c101_primary,Copper C101,Copper,primary,0.07,70.4,4.1,0.79,0.06,888,0.32
cu_c101_primary,Copper C101,Copper,primary,0.06,79.93,4.67,0.75,0.05,568,0.44
cu_c101_primary,Copper C101,Copper,primary,0.03,76.67,4.26,0.77,0.02,999,0.51
cu_c101_primary,Copper C101,Copper,primary,0.09,76.08,3.9,0.78,0.07,453,0.28
cu_c101_primary,Copper C101,Copper,primary,0.14,78.9,4.58,0.77,0.11,594,0.46
